ticker,name,sic_code,description,total_employees
MHN,"BLACKROCK MUNIHOLDINGS NEW YORK QUALITY FUND, INC",,"BLACKROCK MUNIHOLDINGS NEW YORK QUALITY FUND, INC. is a closed-ended management investment company. The fund's investment objective is to provide shareholders with current income exempt from federal income tax and New York State and New York City personal income taxes.",0
MHNC,"MAIDEN HOLDINGS NORTH AMERICA, LTD",6331,,0
MHO,"M/I Homes, Inc.",1531,"M/I Homes Inc is an American construction company that focuses on residential construction. It consists of two distinct operations: homebuilding and financial services. The homebuilding operations are spread into the Midwest, Mid-Atlantic, and Southern regions and the financial services operations support homebuilding operations by providing mortgage loans and title services to the customers of homebuilding operations. Homebuilding operations comprise the most significant portion of the revenue. The company builds homes and communities that target entry-level, move-up, and luxury homebuyers.",1607
MHUA,,,"Meihua International Medical Technologies Co Ltd is engaged in providing disposable medical devices. It serves hospitals, pharmacies, medical institutions, and medical equipment companies. Its product offerings include a Disposable Medical mask, Disposable ID Bracelet, Disposable Artificial Anal bag, Disposable Catheter, and Electonic pump among others.",617
MI,NFT Limited,,"NFT Ltd Formerly Takung Art Co Ltd operates an online electronic platform for offering and trading artwork. Through its platform, the company allows artists/art dealers/owners to access a much bigger art trading market where artists can engage with a wide range of investors. Its platform also invests in high-end artwork accessible to ordinary people without financial resources. The company's trading platforms comprise the sale of calligraphies and paintings, jewelry, and precious stones. It generates revenue in the form of services in connection with the offering and trading of artwork on its system, consisting of listing fees, trading commissions, and management fees.",27
MID,American Century Mid Cap Growth Impact ETF,,,0
MIDD,Middleby Corp,3580,"The Middleby Corp is engaged in designing, manufacturing, marketing, distribution and service of a broad line of foodservice equipment used in all types of commercial restaurants and institutional kitchens, food preparation, cooking, baking, chilling and packaging equipment for food processing operations, and premium kitchen equipment including ranges, ovens, refrigerators, ventilation, dishwashers and outdoor cooking equipment used in the residential market. The company conducts its business through three principal business segments namely the Commercial Foodservice Equipment Group, the Food Processing Equipment Group and the Residential Kitchen Equipment Group. The firm derives majority revenue from Commercial Foodservice Equipment Group segment.",10722
MIDU,Direxion Daily Mid Cap Bull 3X Shares,,,0
MIG,VanEck Moody's Analytics IG Corporate Bond ETF,,,0
MIGI,Mawson Infrastructure Group Inc. Common Stock,6199,"Mawson Infrastructure Group Inc is a digital infrastructure provider, with diversified operations across Cryptocurrency Mining and Digital Asset Management. Its mission is to build a bridge between the rapidly emerging digital asset industry and traditional capital markets, with a focus on shareholder returns. The Company has three primary businesses; digital currency or Bitcoin self-mining, customer co-location and related services, and energy markets. It operates in a single segment surrounding its digital currency mining operation.",30
MILK,Pacer US Cash Cows Bond ETF,,,0
MILN,Global X Funds Global X Millennial Consumer ETF,,,0
MIN,MFS Intermediate Income Trust,,"MFS Intermediate Income Trust is a diversified closed-end management investment company. The fund's investment objective is to seek high current income but may also consider capital appreciation. It invests the assets in debt instruments. Its portfolio of investments comprises of different sector investments such as the automotive, chemicals, energy, food and beverages, insurance, and other sectors.",0
MIND,"MIND Technology, Inc. Common Stock (DE)",3812,"MIND Technology Inc provides technology and solutions for exploration, survey, and defense applications in oceanographic, hydrographic, defense, seismic, and security industries. The Company operates in segments namely, Seamap Marine Products and Klein Marine Products helps manufacture and sell specialized, high-performance sonar and seismic equipment. The company generates more revenue from Seamap Marine Products. The company's geographical segments include the United States; Europe, Russia & CIS; Middle East & Africa; Asia-Pacific; and Canada & Latin America.",145
MINN,Mairs & Power Minnesota Municipal Bond ETF,,,0
MINO,PIMCO Municipal Income Opportunities Active ETF,,,0
MINT,,,,0
MINV,Matthews Asia Innovators Active ETF,,,0
MIO,"Pioneer Municipal High Income Opportunities Fund, Inc.",,"Pioneer Municipal High Income Opportunities Fund Inc. is a diversified, closed-end management investment company. The Fund's primary investment objective is to provide holders of the Fund's common stock with a high level of current income exempt from regular federal income tax.",0
MIR,"Mirion Technologies, Inc.",3829,"Mirion Technologies Inc provides products, services, and software that allows customers to safely leverage the power of ionizing radiation for the greater good of humanity through critical applications in the medical, nuclear, defense markets, as well as laboratories, scientific research, analysis and exploration. The Company manages its operations through two segments: Medical and Technologies. The Medical segment provides radiation oncology quality assurance, delivering patient safety solutions for diagnostic imaging and radiation therapy centers. The Technologies segment is based around the nuclear energy, defense, laboratories, and scientific research markets as well as other industrial markets. It derives maximum revenue from Technologies Segment.",3000
MIRA,"MIRA Pharmaceuticals, Inc. Common Stock",2834,"Mira Pharmaceuticals Inc is a pre-clinical-stage pharmaceutical development company with two neuroscience programs targeting a broad range of neurologic and neuropsychiatric disorders. The company's novel oral pharmaceutical marijuana, MIRA-55, is under investigation for treating adult patients suffering from anxiety and cognitive decline, often associated with early-stage dementia.",6
MIRM,,2834,"Mirum Pharmaceuticals Inc is a biopharmaceutical company focused on the identification, acquisition, development, and commercialization of novel therapies for debilitating rare and orphan diseases. Its product, Livmarli, a novel, orally administered, minimally-absorbed ileal bile acid transporter ""IBAT) inhibitor (IBATi), is approved for the treatment of cholestatic pruritus in patients with Alagille syndrome (ALGS). It is involved in the development of Maralixibat for the treatment of pediatric patients with progressive familial intrahepatic cholestasis, or PFIC, and Alagille syndrome, or ALGS. The company is also involved in the development of volixibat for the treatment of adult patients with cholestatic liver diseases.",311
MISL,First Trust Indxx Aerospace & Defense ETF,,,0
MITK,"Mitek Systems, Inc.",3577,"Mitek Systems Inc is engaged in the development, sale, and service of proprietary software solutions related to mobile imaging. The firm is a software development company with expertise in artificial intelligence, and machine learning. It serves more than 7,900 financial services organizations, financial technology (fintech) brands, telecommunications companies, and marketplace brands across the globe. The company's Mobile Deposit solution is used by consumers for mobile check deposits. The company's Mobile Verify verifies a user's identity online enabling organizations to build safer digital communities, whereas CheckReader enables financial institutions to automatically extract data from a check image received across any deposit channel - branch, ATM, RDC, and mobile.",630
MITN,"AG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029",6798,,0
MITP,"AG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029",6798,,0
MITQ,"Moving iMage Technologies, Inc.",3861,"Moving iMage Technologies Inc is engaged in providing designed equipment as well as other off the shelf cinema products needed for contemporary cinema requirements. It offers technical, design and consulting services such as custom engineering, systems design, integration and installation and digital technology, as well as software solutions for operations enhancement and theatre management.",32
MITT,"AG MORTGAGE INVESTMENT TRUST, INC.",6798,AG Mortgage Investment Trust Inc is a real estate investment trust (REIT). It focuses on investing in a diversified risk-adjusted portfolio of residential mortgage-related assets in the U.S. mortgage market. Its objective is to provide attractive risk-adjusted returns to its stockholders over the long-term through dividends and capital appreciation. It also focuses on investing in residential mortgage-backed securities (RMBS) issued or guaranteed by a government sponsored enterprise.,0
MITTpA,"AG MORTGAGE INVESTMENT TRUST, INC.",6798,AG Mortgage Investment Trust Inc is a real estate investment trust (REIT). It focuses on investing in a diversified risk-adjusted portfolio of residential mortgage-related assets in the U.S. mortgage market. Its objective is to provide attractive risk-adjusted returns to its stockholders over the long-term through dividends and capital appreciation. It also focuses on investing in residential mortgage-backed securities (RMBS) issued or guaranteed by a government sponsored enterprise.,0
MITTpC,"AG Mortgage Investment Trust, Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",6798,AG Mortgage Investment Trust Inc is a real estate investment trust (REIT). It focuses on investing in a diversified risk-adjusted portfolio of residential mortgage-related assets in the U.S. mortgage market. Its objective is to provide attractive risk-adjusted returns to its stockholders over the long-term through dividends and capital appreciation. It also focuses on investing in residential mortgage-backed securities (RMBS) issued or guaranteed by a government sponsored enterprise.,0
MIY,"BLACKROCK MUNIYIELD MICHIGAN QUALITY FUND, INC. i",,Blackrock Muniyield Michigan Quality Fund Inc is a closed end fund. Its investment objective is to provide shareholders with as high a level of current income exempt from U.S. federal income taxes and New York State and New York City personal income taxes as is consistent with its investment policies and prudent investment management.,0
MJ,Amplify Alternative Harvest ETF,,,0
MJUS,Amplify U.S. Alternative Harvest ETF,,,0
MKAM,MKAM ETF,,,0
MKC,"McCormick & Company, Incorporated Non-VTG CS",2090,"In its 135-year history, McCormick has grown to become the leading global manufacturer, marketer, and distributor of spices, herbs, extracts, seasonings, and other flavorings. Beyond consumers, McCormick's customer base also includes top quick-service restaurants, retail grocery chains, and other packaged food and beverage manufacturers. And its reach is extensive, with nearly 40% of sales generated beyond its home turf to include 150 other countries and territories. In addition to its namesake brand, the firm's portfolio includes Old Bay, Zatarain's, Thai Kitchen, Frank's RedHot, French's, and Cholula, among others.",13800
MKC.V,"McCormick & Company, Incorporated Voting CS",2090,"In its 135-year history, McCormick has grown to become the leading global manufacturer, marketer, and distributor of spices, herbs, extracts, seasonings, and other flavorings. Beyond consumers, McCormick's customer base also includes top quick-service restaurants, retail grocery chains, and other packaged food and beverage manufacturers. And its reach is extensive, with nearly 40% of sales generated beyond its home turf to include 150 other countries and territories. In addition to its namesake brand, the firm's portfolio includes Old Bay, Zatarain's, Thai Kitchen, Frank's RedHot, French's, and Cholula, among others.",13800
MKDW,MKDWELL Tech Inc. Ordinary Share,,"MKDWell Tech Inc is a company engaged in supplying automotive electronics for passenger cars, modified commercial vehicles, camper vans and logistics vehicles. Its business coverage extends across the spectrum of research and development, design, production and sales of automotive electronic products. The main products are intelligent camper vans control systems, LiDAR sensors, intelligent container control systems for logistics vehicles, vehicle seat control system, and it provide customers with ODM and OEM customized services.",0
MKDWW,MKDWELL Tech Inc. Warrants,,"MKDWell Tech Inc is a company engaged in supplying automotive electronics for passenger cars, modified commercial vehicles, camper vans and logistics vehicles. Its business coverage extends across the spectrum of research and development, design, production and sales of automotive electronic products. The main products are intelligent camper vans control systems, LiDAR sensors, intelligent container control systems for logistics vehicles, vehicle seat control system, and it provide customers with ODM and OEM customized services.",0
MKFG,,3577,"Markforged Holding Corp transforms manufacturing with 3D metal and continuous carbon fiber printers capable of producing parts tough enough for the factory floor. intuitive additive manufacturing platform for modern manufacturers, bringing the power and speed of agile software development to industrial manufacturing. Composed of hardware, software and materials working as a unified platform. It operates in industries such as Aerospace, Automotive, Consumer Packaged Goods, Education and Research, Electronics Manufacturing, Energy, Federal and Defense, Industrial Equipment. The company's geographical segments include the Americas; Europe, the Middle East, Africa; and Asia-Pacific. It derives maximum revenue from Americas.",351
MKL,Markel Group Inc.,6331,"Markel's primary business is property and casualty insurance. The company focuses primarily on specialty lines, ranging from areas such as executive liability to commercial equine insurance. The acquisition of Alterra in 2013 added substantial reinsurance operations, which now account for a little less than 15% of premiums. The company uses capital generated by its insurance operations to buy noninsurance operations in diverse areas, such as bakery equipment manufacturing and residential homebuilding.",21600
MKOR,Matthews Korea Active ETF,,,0
MKSI,MKS Instruments Inc,3823,"MKS Instruments Inc is engaged in providing instruments, subsystems, and process control systems used to measure, monitor, deliver, and control parameters of manufacturing processes. The company's product portfolio includes instruments, components, and systems required in manufacturing products such as flat panel displays, medical devices, and electronic materials, among others used in industrial technologies, semiconductors, life and health sciences, and research and defense markets. The company organizes itself into three reportable business segments: Vacuum Solutions, Photonics Solutions, and Materials Solutions. The Vacuum Solutions segment contributes the majority of the company's revenue, and the majority of its revenue is earned in the United States.",10200
MKTW,,7372,"Marketwise Inc is a multi-brand subscription services platform providing premium financial research, software, education, and tools for investors. Its products are built for high-value financial research, education, actionable investment ideas and investment software. It is a digital, direct-to-consumer company offering its research across a variety of platforms including mobile, desktops, and tablets.",584
MKTX,MarketAxess Holdings Inc.,6211,"Founded in 2000, MarketAxess is a leading electronic fixed-income trading platform that connects broker/dealers and institutional investors. The company is primarily focused on credit based fixed income securities with its main trading products being US investment-grade and high-yield bonds, Eurobonds, and Emerging Market corporate debt. Recently the company has expanded more aggressively into Treasuries and municipal bonds with the acquisitions of LiquidityEdge and MuniBrokers in 2019 and 2021, respectively. The company also provides pre and post-trade services with its acquisition of Regulatory Reporting Hub from Deutsche Borse Group in 2020 adding to its product offerings.",881
MKZR,"MacKenzie Realty Capital, Inc. Common Stock",6798,"Mackenzie Realty Capital Inc is a company which is a Real estate investment trust (REIT). The company has one reportable segment, income-producing real estate properties which consists of activities related to investing in real estate.",0
ML,MoneyLion Inc.,6199,"MoneyLion Inc is a mobile banking and financial membership platform that empowers people to take control of their finances. It is a full-service digital platform to deliver mobile banking, lending, and investment solutions. The company offers a personalized, all-in-one, digital financial platform that provides convenient, low-cost access to banking, borrowing, and investing solutions tailored for its customers, rooted in data, and delivered through its proprietary technology platform.",600
ML.WS,,6199,"MoneyLion Inc is a mobile banking and financial membership platform that empowers people to take control of their finances. It is a full-service digital platform to deliver mobile banking, lending, and investment solutions. The company offers a personalized, all-in-one, digital financial platform that provides convenient, low-cost access to banking, borrowing, and investing solutions tailored for its customers, rooted in data, and delivered through its proprietary technology platform.",600
MLAB,Mesa Laboratories Inc,3823,"Mesa Laboratories Inc manufactures life sciences tools and critical quality control products. It operates in 4 divisions: Sterilization and Disinfection Control, which manufactures and sells biological, chemical, and cleaning indicators used to assess the effectiveness of sterilization, decontamination, disinfection, and cleaning processes. Clinical Genomics division develops, manufactures, and sells highly sensitive, low-cost, high-throughput genetic analysis tools and related consumables. The Biopharmaceutical Development division develops, manufactures, and sells automated systems for protein analysis (immunoassays) and peptide synthesis solutions. The Calibration Solutions division develops, manufactures, sells, and services quality control products.",736
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,,"Melco Resorts & Entertainment is one of only six licensed casino operators in Macao. It operates Altira, a complex focused on premium customers; City of Dreams, an integrated resort in Cotai serving both mass-market and premium patrons; and Mocha Clubs electronic gaming machines. The company also has a majority interest in Studio City, which opened in 2015. Outside Macao, Melco owns City of Dreams Manila in the Philippines and City of Dreams Mediterranean in Cyprus. The business mix in terms of adjusted EBITDA was about 82.5% from Macao with the rest largely from the Philippines as of first-half 2024.",20209
MLDR,Global X Intermediate-Term Treasury Ladder ETF,,,0
MLEC,Moolec Science SA Ordinary Shares,,"Moolec Science SA is a science-based ingredient company focused on producing real animal proteins in plants through Molecular Farming, a technology in the alternative protein landscape. Its purpose is to upgrade the taste, nutrition, and affordability of alternative protein products while building a more sustainable and equitable food system. The company has various products in its pipeline such as; TSP Valorasoy which is a soy protein product to produce vegetable proteins with texture and fibrousness similar to those of meat, Glaso, a safflower oil with high levels of gamma-linolenic acid, SPC2 which is a plant-based chymosin, YEEA1, an extract derived from a novel yeast biomass with specific properties, and others. The company's revenues arise from operations in Argentina.",52
MLECW,Moolec Science SA Warrant,,"Moolec Science SA is a science-based ingredient company focused on producing real animal proteins in plants through Molecular Farming, a technology in the alternative protein landscape. Its purpose is to upgrade the taste, nutrition, and affordability of alternative protein products while building a more sustainable and equitable food system. The company has various products in its pipeline such as; TSP Valorasoy which is a soy protein product to produce vegetable proteins with texture and fibrousness similar to those of meat, Glaso, a safflower oil with high levels of gamma-linolenic acid, SPC2 which is a plant-based chymosin, YEEA1, an extract derived from a novel yeast biomass with specific properties, and others. The company's revenues arise from operations in Argentina.",52
MLGO,"MicroAlgo, Inc. Ordinary Shares",7371,"MicroAlgo Inc is divided into two segments Central processing algorithm services & Intelligent chips and services. The majority is from the Central processing algorithm services. which refer to a range of computing algorithms, analytical algorithms, recommendation algorithms, & acceleration algorithms. The businesses engaged in internet advertisement, game development, intelligent chip design, finance, retail, & logistics depend on the ability to process & analyze data with optimized computing software & hardware capable of handling the data workload. Intelligent chips and services revenues include revenues generated from the resale of intelligent chips. All of the Company's net revenues were generated in the PRC, Hong Kong, & Singapore, out of which the majority is from the PRC.",86
MLI,"Mueller Industries, Inc.",3350,"Mueller Industries Inc makes copper, brass, aluminum, and plastic products. The company reports three business segments: piping systems, industrial metals, and climate. Piping systems, earning majority of the company's revenue, produces tubes, fittings, rods, valves, and other products and operates various firms world-wide. The industrial metals segment manufactures impacts and micro-gauge, brass rod and copper bar products, and brass value-added products. The climate segment produces items used to create temperature-control goods, including valves, twisted tubes, coaxial heat exchangers, and others. Numerous systems use the aforementioned products, including HVAC, water distribution, refrigeration, and automotive.",4509
MLKN,"MillerKnoll, Inc. Common Stock",2520,"MillerKnoll Inc, formerly Herman Miller Inc researches, designs, manufactures, sells, and distributes interior furnishings across the globe. The Company has three reportable segments: Americas Contract , International Contract & Specialty International & Specialty and Global Retail. The company's products are sold through a variety of sources, including owned and independent contract furniture dealers, direct customer sales, owned and independent retailers, direct-mail catalogs, and the company's online stores. The independent retailer division generates the majority of the firm's overall sales.",10200
MLM,Martin Marietta Materials,1400,"Martin Marietta Materials is one of the United States' largest producer of construction aggregates (crushed stone, sand, and gravel). In 2023, Martin Marietta sold 199 million tons of aggregates. Martin Marietta's most important markets include Texas, Colorado, North Carolina, Georgia, and Florida, accounting for most of its sales. The company also produces cement in Texas and uses its aggregates in its asphalt and ready-mixed concrete businesses. Martin's magnesia specialties business produces magnesia-based chemical products and dolomitic lime.",9400
MLN,VanEck Long Muni ETF,,,0
MLNK,,7372,"MeridianLink Inc is a cloud-based software solution for financial institutions, including banks, credit unions, mortgage lenders, specialty lending providers, and consumer reporting agencies. It generates maximum revenue from Lending Software Solutions.",676
MLP,Maui Land & Pineapple Co.,6500,"Maui Land & Pineapple Co Inc is a landholding and operating company. ML&P owns, develops, sells, and manages residential, resort, commercial, agricultural, and industrial real estate. It operates in three segments: Land Development & Sales: , which includes land planning and entitlement, development, and sales activities.; Leasing operations include residential, resort, commercial, agricultural, industrial land and property leases; and Resort Amenities segment, which include a membership program that provides certain benefits and privileges within the Kapalua Resort for its members. The majority of its revenue is derived from the Leasing segment. Leasing revenue is generated from restaurants, retail outlets, office buildings, warehouses, and other resort activities.",10
MLPA,Global X MLP ETF,,,0
MLPB,"ETRACS Alerian MLP Infrastructure Index ETN Series B due April 2, 2040",,,0
MLPR,ETRACS Quarterly Pay 1.5X Leveraged Alerian MLP Index ETN,,,0
MLR,,3713,"Miller Industries Inc is engaged in the manufacturing of vehicle towing and recovery equipment. The company produces wreckers, car carriers, and trailer bodies under the Century, Vulcan, Challenger, Holmes, Champion, Chevron, Eagle, Titan, Jige, and Boniface brands. The products are sold in North America, Canada, and Mexico through independent distributors.",1591
MLSS,"Milestone Scientific, Inc. Common Stock",3842,"Milestone Scientific Inc is engaged in pioneering proprietary, technological systems, and solutions for the medical and dental markets. It develops, manufactures, markets, and sells the computer-controlled system for the improved and painless delivery of local anesthetic. The system is marketed in dentistry under the trademark CompuDent and in medicine under the trademark CompuMed. In addition, the company provides The Wand, a handpiece that allows dentists to provide painless injections for virtually various dental procedures, including routine cleanings and fillings, as well as implants, root canals, and crowns. The Company conducts its business through two reportable segments: Dental and Medical. Geographically all the operations of the firm function through the region of the U.S.",17
MLYS,"Mineralys Therapeutics, Inc. Common Stock",2834,"Mineralys Therapeutics Inc is a clinical-stage biopharmaceutical company focused on developing medicines to target diseases driven by abnormally elevated aldosterone. The company's product candidate, lorundrostat, is a proprietary, orally administered, selective aldosterone synthase inhibitor, that is initially developed for the treatment of patients with uncontrolled hypertension, defined as individuals who are unable to achieve BP of below 130/80 mmHg despite taking two or more lines of antihypertensive medication or resistant hypertension, defined as individuals who are unable to achieve BP of below 130/80 mmHg despite taking three or more antihypertensive medications typically including a diuretic.",28
MMA,Mixed Martial Arts Group Limited,,"Mixed Martial Arts Group Ltd formerly Alta Global Group Ltd is a technology company engaged in the provision and administration of mixed martial arts training programs, and gym programs. It provides subscription-based products and services, offering both B2B SaaS solutions and B2C products and programs, covering online engagement, online content, and immersive in-gym experiences. The company's business units are; Trainalta.com; Mixed Martial Arts.com; and Hype.Co, Mobile Marketing solution. Its Alta Platform serves as a comprehensive solution for martial arts and combat sports, offering a blend of four core products: the Warrior Training Program, UFC Fight Fit Program, Alta Academy, and the Alta Community.",24
MMC,"Marsh & McLennan Companies, Inc.",6411,"Marsh McLennan is a professional services firm that provides advice and solutions in the areas of risk, strategy, and human capital. The company operates through two main segments: risk and insurance services and consulting. In risk and insurance services, the firm offers services via Marsh (an insurance broker) and Guy Carpenter (a risk and reinsurance specialist). The consulting division comprises Mercer (a provider of human resource services) and Oliver Wyman (a management and economic consultancy). About half of its revenue is generated outside the US.",85000
MMCA,NYLI MacKay California Muni Intermediate ETF,,,0
MMD,NYLI MacKay DefinedTerm Muni Opportunities Fund,,"MainStay MacKay DefinedTerm Municipal Opportunities Fund is a USA-based diversified closed-end management investment company. The fund's investment objective is to seek current income exempt from regular U.S. Federal income taxes as well as total return. The company predominantly invests in municipal bonds, the interest on which is, in the opinion of bond counsel to the issuers, generally excludable from gross income for regular U.S. Federal income tax purposes.",0
MMI,,6531,"Marcus & Millichap Inc is a leading national brokerage firm specializing in commercial real estate investment sales, financing, research, and advisory services. The company offers three primary services to its clients: commercial real estate investment brokerage, financing, and ancillary services, including other research, advisory, and consulting services. The company generates revenues by collecting fees on the sale and financing of commercial properties. These fees consist of commissions collected upon the sale of a property and fees collected from the placement of loans.",2590
MMIN,NYLI MacKay Muni Insured ETF,,,0
MMIT,NYLI MacKay Muni Intermediate ETF,,,0
MMKT,Texas Capital Government Money Market ETF,,,0
MMLG,First Trust Multi-Manager Large Growth ETF,,,0
MMLP,Martin Midstream Partners LP,5171,"Martin Midstream Partners LP has a diverse set of operations focused in the United States Gulf Coast region. The company's business lines include terminalling, processing, storage, and packaging services for petroleum products and by-products including the refining of naphthenic crude oil; land and marine transportation services for petroleum products and by-products, chemicals, and specialty products; sulfur and sulfur-based products processing, manufacturing, marketing and distribution; and natural gas liquids marketing, distribution and transportation services. Company operates in four segment Terminalling and storage, Transportation, Sulfur service and Specialty products segment. Majority of the revenue derived from Specialty products segment.",1619
MMM,3M Company,3841,"3M, a multinational conglomerate founded in 1902, sells tens of thousands of products ranging from sponges to respirators. The firm is well known for its extensive research and development capabilities, and it is a pioneer in inventing new use cases for its proprietary technologies. 3M is organized across three business segments: safety and industrial (representing around 44% of revenue), transportation and electronics (36%), and consumer (20%). The firm recently spun off its healthcare business, now known as Solventum. Nearly half of 3M's revenue comes from outside the Americas.",85000
MMSI,Merit Medical Systems Inc,3841,"Merit Medical Systems Inc is a medical equipment company that develops and manufactures products for use in interventional cardiology, radiology, and endoscopy procedures. The firm reports two segments which are Cardiovascular and Endoscopy. The majority of the revenue is earned from the Cardiovascular segment. The United States generates the majority of the revenue.",6950
MMT,MFS Multimarket Income Trust Shares of Beneficial Interest,,"MFS Multimarket Income Trust is a diversified closed-end management investment company. Its investment objective is to seek high current income, but may also consider capital appreciation. The fund invests a majority of its net assets in fixed-income securities, corporate bonds of the U.S and foreign issuers, U.S Government securities, foreign government securities, mortgage-backed and other asset-backed securities of U.S and foreign issuers, and debt instruments of issuers located in emerging market countries. The portfolio of investments comprises of different sector investments such as aerospace, airlines, automotive, chemicals, electronics, and others.",0
MMTM,SPDR S&P 1500 Momentum Tilt ETF,,,0
MMU,"Western Asset Managed Municipals Fund, Inc",,"Western Asset Managed Municipals Fd Inc is a non-diversified, closed-end management investment company. Its investment objective is to maximize current income exempted from federal income tax as is consistent with the preservation of principal. It predominantly invests in long-term investment grade municipal debt securities issued by state and local governments, political subdivisions, agencies, and public authorities (municipal obligations). Under normal market conditions, a majority of its total assets are invested in municipal obligations rated investment grade at the time of investment.",0
MMV,MultiMetaVerse Holdings Limited Class A Ordinary Share,,"MultiMetaVerse Holdings Ltd is an animation and entertainment company. It is devoted to establishing an open community for its global users comprised of animation viewers, game players, and content creators and to providing high-quality and immersive entertainment experiences by way of original content, user-generated content, and professional user-generated content.",81
MMVWW,MultiMetaVerse Holdings Limited Warrant,,"MultiMetaVerse Holdings Ltd is an animation and entertainment company. It is devoted to establishing an open community for its global users comprised of animation viewers, game players, and content creators and to providing high-quality and immersive entertainment experiences by way of original content, user-generated content, and professional user-generated content.",81
MNDO,,,"MIND C.T.I. Ltd develops, manufactures, markets and implements real-time and off-line convergent billing and customer care software solutions. The company derives revenue from sale of software products and services in two operating segments namely Billing and Related Services, which derives key revenue and Messaging. The Company has three product lines: Product line A- billing and customer care solutions for service providers; Product line B - call accounting and call management solutions for enterprises; and Product line C - mobile messaging, communication, and payment solutions. Geographically, the company operates in The Americas, Europe, Asia Pacific and Africa and Israel. It earns maximum revenue from Europe.",144
MNDR,Mobile-health Network Solutions Class A Ordinary Shares,,"Mobile-health Network Solutions is a company engaged in providing telehealth solutions in terms of various matrices, such as the number of patient consultations per day and the ranking of its mobile application. It provides services on its MaNaDr platform, which is accessible via mobile application and website. The MaNaDr platform is a platform designed and created by doctors, for doctors and users, equipped with services like consultations with doctors, e-commerce pharma store, and others. The company's operating segments are Telemedicine and other services which is also its key revenue generating segment, and Sale of medicine and medical devices. Geographically, it derives revenue from Singapore.",73
MNDY,monday.com Ltd. Ordinary Shares,,"Monday.com is a provider of work management software delivered via a cloud-based software-as-a-service, or SaaS model. The firm's solutions offer flexible and highly customizable tools to digitize business processes across countless use cases. Monday's offering supports workflow management across departments, real-time visibility and accountability, and automation capabilities. Monday also offers prepackaged CRM and DevOps management solutions, in addition to standalone survey and digital whiteboard tools. As of 2023, Monday served over 225,000 customers in more than 200 countries.",1854
MNKD,,2834,"MannKind Corp is a biopharmaceutical company focused on the development and commercialization of inhaled therapeutic products for patients with diseases such as diabetes and pulmonary arterial hypertension. Its approved product, Afrezza (insulin human) Inhalation Powder, is an ultra-rapid-acting inhaled insulin used to improve glycemic control in adults with diabetes. The product consists of a dry powder formulation of human insulin delivered from a small portable inhaler.",414
MNMD,Mind Medicine (MindMed) Inc. Common Shares,2833,"Mind Medicine Inc is a biopharmaceutical company. The company produces to treat brain health disorders. The company discovers, develops, and deploys psychedelic inspired medicines and therapies to address addiction and mental illness. The company is assembling a compelling drug development pipeline of treatments based on psychedelic substances. The firm is having an approach towards developing the next generation of psychedelic-inspired medicines and therapies.",57
MNOV,"Medicinova, Inc.",2834,"MediciNova Inc is a biopharmaceutical company. The company acquires and develops small-molecule therapeutics for the treatment of diseases with unmet medical needs with a specific focus on the U.S. market. Its products portfolio includes therapeutics such as MN-001, MN-166, MN-221 etc. The firm's current strategy is to focus its development activities on therapeutics for neurological disorders and fibrotic diseases.",13
MNR,Mach Natural Resources LP Common Units representing Limited Partner Interests,1311,"Mach Natural Resources LP is an independent upstream oil and gas company focused on the acquisition, development and production of oil, natural gas and NGL reserves in the Anadarko Basin region of Western Oklahoma, Southern Kansas and the panhandle of Texas.",444
MNRO,"Monro, Inc. Common Stock",7500,"Monro Inc is a provider automobile service stations in the United States. Through its network of company-owned service stations, Monro Muffler Brake offers maintenance, repair, tire, and fleet management services for automobiles focused largely on undercar services such as brake, steering, exhaust, drivetrain, and suspension systems. Next to service stores, the company also offers tire stores specialised in tire replacement and service.",7660
MNSB,"MainStreet Bancshares, Inc. Common Stock",6022,"MainStreet Bancshares Inc is a bank holding company. It is focused on serving the borrowing, cash management and depository needs of small to medium-sized businesses, and professional practices and retail customers. The bank's products and services include business and consumer checking, premium interest-bearing checking, business account analysis, savings, certificates of deposit and other depository services, as well as a broad array of commercial, real estate and consumer loans.",186
MNSBP,"MainStreet Bancshares, Inc. Depositary Shares",6022,"MainStreet Bancshares Inc is a bank holding company. It is focused on serving the borrowing, cash management and depository needs of small to medium-sized businesses, and professional practices and retail customers. The bank's products and services include business and consumer checking, premium interest-bearing checking, business account analysis, savings, certificates of deposit and other depository services, as well as a broad array of commercial, real estate and consumer loans.",186
MNSO,,,"MINISO Group Holding Ltd is a retailer offering a variety of design-led lifestyle products. The principal activity of the Company is investment holding. The company's product categories include home decor, small electronics, textiles, accessories, beauty tools, toys, cosmetics, personal care, snacks, fragrance and perfumes, and stationery and gifts. Its segment includes the MINISO brand, which is engaged in the Design, buying and sale of lifestyle products, and the TOP TOY brand, which is engaged in the Design, buying and sale of pop toys. The company generates maximum revenue from the MINISO brand segment. Geographically, it derives a majority of its revenue from China.",5245
